418236901-por causas de fuerza mayor, el acceso alcontrato ha sido restringido-intelcode
428237819-el servicio ha sido cancelado temporalmente, cualquier duda o aclaraciones comunicarse a telefonos 01 (287) 87 5 52 02 o al celular 938 136 14  97-intelcode
428236863 - SE LE COMUNICA A LA CIA.MADOSA QUE A LA FECHA TIENE UN ADEUDO DE 2 MESES, FAVOR DE PASAR A LIQUIDAR SU SALDO PENDIENTE EVITEN EL CORTE DEL SERVICIO, DE ANTEMANO EL SERVICIO SE LES SIGUE PROPORCIONANDO SIN NINGUN PROBLEMA MUCHAS GRACIAS.   ATTE. GCIA. DE COBRANZA
428236843 - SE LE COMUNICA A LA CIA.MADOSA QUE A LA FECHA TIENE UN ADEUDO DE 3 MESES, FAVOR DE PASAR A LIQUIDAR SU SALDO PENDIENTE EVITEN EL CORTE DEL SERVICIO EL PLAZO PACTADO ES PARA EL VIERNES POR FAVOR TENGAN EL PAGO, DE ANTEMANO EL SERVICIO SE LES SIGUE PROPORCIONANDO SIN NINGUN PROBLEMA MUCHAS GRACIAS.   ATTE. GCIA. DE COBRANZA
428236863 - SE LE COMUNICA A LA CIA.MADOSA QUE A LA FECHA TIENE UN ADEUDO DE 3 MESES, FAVOR DE PASAR A LIQUIDAR SU SALDO PENDIENTE EVITEN EL CORTE DEL SERVICIO EL PLAZO PACTADO ES PARA EL VIERNES POR FAVOR TENGAN EL PAGO, DE ANTEMANO EL SERVICIO SE LES SIGUE PROPORCIONANDO SIN NINGUN PROBLEMA MUCHAS GRACIAS.   ATTE. GCIA. DE COBRANZA
428236863 - SE LE COMUNICA A LA CIA.MADOSA QUE A LA FECHA TIENE UN ADEUDO DE 2 MESES, FAVOR DE PASAR A LIQUIDAR SU SALDO PENDIENTE EVITEN EL CORTE DEL SERVICIO, DE ANTEMANO EL SERVICIO SE LES SIGUE PROPORCIONANDO SIN NINGUN PROBLEMA MUCHAS GRACIAS.   ATTE. GCIA. DE COBRANZA



